2024-12-18 10:45:05,230 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 10:45:08,829 | INFO    | Request processed in 3.60s
2024-12-18 10:45:08,829 | INFO    | Found 0 violations in selected documents
2024-12-18 10:46:41,784 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 10:46:45,177 | INFO    | Request processed in 3.39s
2024-12-18 10:46:45,177 | INFO    | Found 1 violations in selected documents
2024-12-18 10:46:57,740 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 10:47:00,366 | INFO    | Request processed in 2.63s
2024-12-18 10:47:00,366 | INFO    | Found 0 violations in selected documents
2024-12-18 10:48:28,165 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 10:48:31,215 | INFO    | Request processed in 3.05s
2024-12-18 10:48:31,215 | INFO    | Found 0 violations in selected documents
2024-12-18 10:48:44,716 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 10:48:47,460 | INFO    | Request processed in 2.74s
2024-12-18 10:48:47,460 | INFO    | Found 0 violations in selected documents
2024-12-18 10:51:40,519 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 10:51:42,917 | INFO    | Request processed in 2.40s
2024-12-18 10:51:42,917 | INFO    | Found 0 violations in selected documents
2024-12-18 11:43:48,310 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 11:43:52,060 | INFO    | Request processed in 3.75s
2024-12-18 11:43:52,060 | INFO    | Found 0 violations in selected documents
2024-12-18 11:52:06,527 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv', 'file3.csv']
2024-12-18 11:52:12,464 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv', 'file3.csv']
2024-12-18 11:52:17,219 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv', 'file3.csv']
2024-12-18 11:52:21,321 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv', 'file3.csv']
2024-12-18 11:55:12,067 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 11:55:18,349 | INFO    | Request processed in 6.28s
2024-12-18 11:55:18,349 | INFO    | Found 2 violations in selected documents
2024-12-18 11:56:00,111 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv', 'file3.csv']
2024-12-18 11:56:09,870 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv', 'file3.csv']
2024-12-18 11:56:14,598 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv', 'file3.csv']
2024-12-18 11:56:43,587 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv', 'file3.csv']
2024-12-18 12:02:07,797 | INFO    | Received compliance check request for documents: ['file1.csv', 'sedition_act']
2024-12-18 12:03:15,978 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv']
2024-12-18 12:03:40,835 | INFO    | Received compliance check request for documents: ['file1.csv', 'file2.csv']
2024-12-18 12:04:52,048 | INFO    | Received compliance check request for documents: ['panel_code', 'sedition_act']
2024-12-18 12:04:56,131 | INFO    | Received compliance check request for documents: ['panel_code', 'sedition_act']
2024-12-18 12:04:57,164 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 12:05:03,899 | INFO    | Request processed in 6.73s
2024-12-18 12:05:03,900 | INFO    | Found 3 violations in selected documents
2024-12-18 12:05:03,901 | INFO    | Received compliance check request for documents: ['panel_code', 'sedition_act']
2024-12-18 12:05:12,229 | INFO    | Received compliance check request for documents: ['panel_code', 'sedition_act']
2024-12-18 12:06:03,710 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 12:06:09,933 | INFO    | Request processed in 6.22s
2024-12-18 12:06:09,933 | INFO    | Found 3 violations in selected documents
2024-12-18 12:06:20,227 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 12:06:24,815 | INFO    | Request processed in 4.59s
2024-12-18 12:06:24,815 | INFO    | Found 2 violations in selected documents
2024-12-18 12:07:05,223 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 12:07:09,760 | INFO    | Request processed in 4.54s
2024-12-18 12:07:09,760 | INFO    | Found 2 violations in selected documents
2024-12-18 12:11:53,974 | INFO    | Received compliance check request for documents: ['penal_code', 'sedition_act']
2024-12-18 12:11:53,976 | INFO    | Input text content: Gold Summary 52 Description 32 Transcription 84 Medium [1. The content implies the existence of a scam related to gold investments., 2. The category and subcategory suggest potential fraudulent activi...
2024-12-18 12:11:57,930 | INFO    | Request processed in 3.96s
2024-12-18 12:11:57,930 | INFO    | Found 1 violations in selected documents
2024-12-18 12:12:53,938 | INFO    | Received compliance check request for documents: ['panel_code', 'sedition_act']
2024-12-18 12:12:53,938 | INFO    | Input text content: Gold Summary 52 Description 32 Transcription 84 Medium ["1. The content is categorized under 'Scam' and 'Gold,' suggesting potential fraudulent activities or misinformation about gold investments.", "...
2024-12-18 12:12:57,841 | INFO    | Received compliance check request for documents: ['panel_code', 'sedition_act']
